trip_id,start_time,end_time,bikeid,tripduration,from_station_id,from_station_name,to_station_id,to_station_name,usertype,gender,birthyear
21014774,2018-10-02 18:15:05,2018-10-02 18:18:54,49,229.0,497,Kimball Ave & Belmont Ave,496.0,Avers Ave & Belmont Ave,Subscriber,Male,1986.0
21014775,2018-10-02 18:15:06,2018-10-02 18:29:35,6024,869.0,302,Sheffield Ave & Wrightwood Ave,304.0,Broadway & Waveland Ave,Subscriber,Male,1992.0
21014776,2018-10-02 18:15:08,2018-10-02 18:23:04,2018,476.0,638,Clinton St & Jackson Blvd (*),133.0,Kingsbury St & Kinzie St,Subscriber,Male,1985.0
21014778,2018-10-02 18:15:12,2018-10-02 18:26:54,4243,702.0,628,Walsh Park,152.0,Lincoln Ave & Diversey Pkwy,Subscriber,Male,1988.0
21014779,2018-10-02 18:15:04,2018-10-02 18:39:25,5041,"1,461.0",47,State St & Kinzie St,159.0,Claremont Ave & Hirsch St,Subscriber,Male,1973.0
21014780,2018-10-02 18:15:15,2018-10-02 18:24:38,6163,563.0,289,Wells St & Concord Ln,349.0,Halsted St & Wrightwood Ave,Subscriber,Male,1986.0
21014781,2018-10-02 18:15:17,2018-10-02 18:27:24,3107,727.0,331,Halsted St & Clybourn Ave (*),156.0,Clark St & Wellington Ave,Subscriber,Female,1987.0
21014783,2018-10-02 18:15:19,2018-10-02 18:41:07,4503,"1,548.0",49,Dearborn St & Monroe St,88.0,Racine Ave & Randolph St,Subscriber,Female,1984.0
21014784,2018-10-02 18:15:22,2018-10-02 18:32:00,3631,998.0,239,Western Ave & Leland Ave,114.0,Sheffield Ave & Waveland Ave,Subscriber,Male,1981.0
21014785,2018-10-02 18:15:22,2018-10-02 18:32:30,4296,"1,028.0",182,Wells St & Elm St,264.0,Stetson Ave & South Water St,Subscriber,Male,1985.0
21014786,2018-10-02 18:15:22,2018-10-02 18:21:56,1297,394.0,74,Kingsbury St & Erie St,359.0,Larrabee St & Division St,Subscriber,Male,1968.0
21014787,2018-10-02 18:15:22,2018-10-02 18:22:21,4134,419.0,291,Wells St & Evergreen Ave,143.0,Sedgwick St & Webster Ave,Subscriber,Male,1992.0
21014788,2018-10-02 18:15:22,2018-10-02 18:22:24,6113,422.0,291,Wells St & Evergreen Ave,94.0,Clark St & Armitage Ave,Subscriber,Male,1990.0
21014789,2018-10-02 18:15:24,2018-10-02 18:20:07,1734,283.0,199,Wabash Ave & Grand Ave,142.0,McClurg Ct & Erie St,Subscriber,Male,1991.0
21014790,2018-10-02 18:15:25,2018-10-02 18:25:54,2261,629.0,59,Wabash Ave & Roosevelt Rd,273.0,Michigan Ave & 18th St,Subscriber,Male,1978.0
21014791,2018-10-02 18:15:25,2018-10-02 18:17:50,6361,145.0,229,Southport Ave & Roscoe St,154.0,Southport Ave & Belmont Ave,Subscriber,Male,1990.0
21014792,2018-10-02 18:15:30,2018-10-02 18:42:22,5332,"1,612.0",219,Damen Ave & Cortland St,192.0,Canal St & Adams St,Subscriber,Male,1989.0
21014793,2018-10-02 18:15:37,2018-10-02 18:26:14,2094,637.0,628,Walsh Park,67.0,Sheffield Ave & Fullerton Ave,Subscriber,Male,1985.0
21014794,2018-10-02 18:15:37,2018-10-02 18:20:17,4662,280.0,620,Orleans St & Chestnut St (NEXT Apts),337.0,Clark St & Chicago Ave,Subscriber,Female,1991.0
21014795,2018-10-02 18:15:43,2018-10-02 18:20:57,3943,314.0,125,Rush St & Hubbard St,337.0,Clark St & Chicago Ave,Subscriber,Male,1992.0
21014796,2018-10-02 18:15:46,2018-10-02 18:21:37,2098,351.0,156,Clark St & Wellington Ave,334.0,Lake Shore Dr & Belmont Ave,Subscriber,Male,1993.0
21014797,2018-10-02 18:15:46,2018-10-02 18:22:08,907,382.0,117,Wilton Ave & Belmont Ave,303.0,Broadway & Cornelia Ave,Subscriber,Female,1993.0
21014798,2018-10-02 18:15:47,2018-10-02 18:23:52,6266,485.0,81,Daley Center Plaza,161.0,Rush St & Superior St,Subscriber,Male,1988.0
21014799,2018-10-02 18:15:49,2018-10-02 18:24:04,1509,495.0,628,Walsh Park,130.0,Damen Ave & Division St,Subscriber,Male,1987.0
21014800,2018-10-02 18:15:50,2018-10-02 18:22:39,242,409.0,222,Milwaukee Ave & Rockwell St,310.0,Damen Ave & Charleston St,Subscriber,Male,1989.0
21014801,2018-10-02 18:15:55,2018-10-02 18:25:09,4130,554.0,77,Clinton St & Madison St,22.0,May St & Taylor St,Subscriber,Male,1984.0
21014802,2018-10-02 18:15:57,2018-10-02 18:19:32,248,215.0,87,Racine Ave & Fullerton Ave,188.0,Greenview Ave & Fullerton Ave,Subscriber,Male,1980.0
21014804,2018-10-02 18:16:06,2018-10-02 18:37:49,5933,"1,303.0",157,Lake Shore Dr & Wellington Ave,211.0,St. Clair St & Erie St,Subscriber,Female,1988.0
21014805,2018-10-02 18:16:08,2018-10-02 18:19:38,5894,210.0,31,Franklin St & Chicago Ave,182.0,Wells St & Elm St,Subscriber,Male,1988.0
21014806,2018-10-02 18:16:10,2018-10-02 18:39:50,6106,"1,420.0",128,Damen Ave & Chicago Ave,330.0,Lincoln Ave & Addison St,Subscriber,Male,1986.0
21014807,2018-10-02 18:16:13,2018-10-02 18:23:44,2362,451.0,291,Wells St & Evergreen Ave,212.0,Wells St & Hubbard St,Subscriber,Male,1983.0
21014808,2018-10-02 18:16:14,2018-10-02 18:27:28,4286,674.0,344,Ravenswood Ave & Lawrence Ave,227.0,Southport Ave & Waveland Ave,Subscriber,,1996.0
21014809,2018-10-02 18:16:20,2018-10-02 18:32:15,6364,955.0,142,McClurg Ct & Erie St,90.0,Millennium Park,Subscriber,Male,1963.0
21014810,2018-10-02 18:16:22,2018-10-02 18:44:18,743,"1,676.0",283,LaSalle St & Jackson Blvd,87.0,Racine Ave & Fullerton Ave,Subscriber,Male,1972.0
21014811,2018-10-02 18:16:28,2018-10-02 18:32:35,5189,967.0,226,Racine Ave & Belmont Ave,289.0,Wells St & Concord Ln,Subscriber,Male,1981.0
21014812,2018-10-02 18:16:31,2018-10-02 18:20:29,5492,238.0,161,Rush St & Superior St,142.0,McClurg Ct & Erie St,Subscriber,Male,1995.0
21014813,2018-10-02 18:16:32,2018-10-02 18:19:50,2143,198.0,115,Sheffield Ave & Wellington Ave,156.0,Clark St & Wellington Ave,Subscriber,Male,1994.0
21014814,2018-10-02 18:16:39,2018-10-02 18:33:21,1270,"1,002.0",192,Canal St & Adams St,176.0,Clark St & Elm St,Subscriber,Male,1992.0
21014815,2018-10-02 18:16:41,2018-10-02 18:21:45,3188,304.0,597,Chicago Ave & Washington St,598.0,Elmwood Ave & Austin St,Subscriber,Male,1983.0
21014816,2018-10-02 18:16:46,2018-10-02 18:25:23,1576,517.0,91,Clinton St & Washington Blvd,53.0,Wells St & Huron St,Subscriber,Male,1992.0
21014817,2018-10-02 18:16:54,2018-10-02 19:20:17,2215,"3,803.0",106,State St & Pearson St,35.0,Streeter Dr & Grand Ave,Customer,,
21014819,2018-10-02 18:16:58,2018-10-02 18:28:28,4056,690.0,211,St. Clair St & Erie St,91.0,Clinton St & Washington Blvd,Subscriber,Male,1959.0
21014820,2018-10-02 18:16:59,2018-10-02 18:24:25,5679,446.0,253,Winthrop Ave & Lawrence Ave,461.0,Broadway & Ridge Ave,Subscriber,Male,1986.0
21014821,2018-10-02 18:17:00,2018-10-02 18:34:39,1607,"1,059.0",53,Wells St & Huron St,659.0,Leavitt St & Chicago Ave,Subscriber,Male,1992.0
21014822,2018-10-02 18:17:06,2018-10-02 18:38:35,1923,"1,289.0",222,Milwaukee Ave & Rockwell St,250.0,Ashland Ave & Wellington Ave,Subscriber,Female,1993.0
21014823,2018-10-02 18:17:16,2018-10-02 18:22:15,103,299.0,156,Clark St & Wellington Ave,303.0,Broadway & Cornelia Ave,Subscriber,Male,1982.0
21014824,2018-10-02 18:17:17,2018-10-02 19:20:10,5765,"3,773.0",106,State St & Pearson St,35.0,Streeter Dr & Grand Ave,Customer,,
21014825,2018-10-02 18:17:20,2018-10-02 18:27:38,2360,618.0,146,Loomis St & Jackson Blvd,77.0,Clinton St & Madison St,Subscriber,Male,1971.0
21014826,2018-10-02 18:17:21,2018-10-02 18:23:18,2072,357.0,253,Winthrop Ave & Lawrence Ave,326.0,Clark St & Leland Ave,Subscriber,Male,1966.0
21014827,2018-10-02 18:17:25,2018-10-02 18:26:55,327,570.0,344,Ravenswood Ave & Lawrence Ave,460.0,Clark St & Bryn Mawr Ave,Subscriber,Female,1979.0
21014828,2018-10-02 18:17:27,2018-10-02 18:25:19,2368,472.0,437,Washtenaw Ave & Ogden Ave (*),439.0,Kedzie Ave & 21st St,Subscriber,Male,1989.0
21014829,2018-10-02 18:17:28,2018-10-02 18:23:17,5304,349.0,81,Daley Center Plaza,77.0,Clinton St & Madison St,Customer,,
21014830,2018-10-02 18:17:31,2018-10-02 18:30:50,2112,799.0,327,Sheffield Ave & Webster Ave,304.0,Broadway & Waveland Ave,Subscriber,Male,1989.0
21014831,2018-10-02 18:17:29,2018-10-02 18:42:43,823,"1,514.0",314,Ravenswood Ave & Berteau Ave,118.0,Sedgwick St & North Ave,Subscriber,Male,1956.0
21014832,2018-10-02 18:17:33,2018-10-02 18:32:28,3737,895.0,90,Millennium Park,137.0,Morgan Ave & 14th Pl,Subscriber,Female,1990.0
21014833,2018-10-02 18:17:35,2018-10-02 18:37:14,2718,"1,179.0",344,Ravenswood Ave & Lawrence Ave,299.0,Halsted St & Roscoe St,Subscriber,Male,1994.0
21014834,2018-10-02 18:17:35,2018-10-02 18:21:40,2060,245.0,344,Ravenswood Ave & Lawrence Ave,326.0,Clark St & Leland Ave,Subscriber,Female,1989.0
21014835,2018-10-02 18:17:37,2018-10-02 18:29:59,3619,742.0,284,Michigan Ave & Jackson Blvd,59.0,Wabash Ave & Roosevelt Rd,Subscriber,Male,1987.0
21014836,2018-10-02 18:17:38,2018-10-02 18:29:31,4933,713.0,365,Halsted St & North Branch St,100.0,Orleans St & Merchandise Mart Plaza,Subscriber,Male,1993.0
21014837,2018-10-02 18:17:39,2018-10-02 18:23:01,813,322.0,230,Lincoln Ave & Roscoe St,493.0,Western Ave & Roscoe St,Subscriber,Male,1984.0
21014838,2018-10-02 18:17:41,2018-10-02 18:28:21,3090,640.0,176,Clark St & Elm St,212.0,Wells St & Hubbard St,Subscriber,Male,1959.0
21014839,2018-10-02 18:17:39,2018-10-02 18:22:04,5865,265.0,296,Broadway & Belmont Ave,304.0,Broadway & Waveland Ave,Subscriber,Male,1995.0
21014840,2018-10-02 18:17:41,2018-10-02 18:32:52,4469,911.0,624,Dearborn St & Van Buren St (*),74.0,Kingsbury St & Erie St,Subscriber,Male,1984.0
21014843,2018-10-02 18:17:49,2018-10-02 18:25:21,396,452.0,264,Stetson Ave & South Water St,44.0,State St & Randolph St,Subscriber,Male,1960.0
21014844,2018-10-02 18:17:52,2018-10-02 18:21:47,2617,235.0,344,Ravenswood Ave & Lawrence Ave,325.0,Clark St & Winnemac Ave (Temp),Subscriber,Female,1977.0
21014845,2018-10-02 18:17:54,2018-10-02 18:25:30,3533,456.0,490,Troy St & Elston Ave,260.0,Kedzie Ave & Milwaukee Ave,Subscriber,Male,1986.0
21014846,2018-10-02 18:17:55,2018-10-02 18:22:41,4957,286.0,282,Halsted St & Maxwell St,109.0,900 W Harrison St,Subscriber,Male,1998.0
21014847,2018-10-02 18:17:55,2018-10-02 18:29:26,2456,691.0,241,Morgan St & Polk St,175.0,Wells St & Polk St,Subscriber,Female,1993.0
21014848,2018-10-02 18:17:57,2018-10-02 18:27:53,1376,596.0,212,Wells St & Hubbard St,176.0,Clark St & Elm St,Subscriber,Male,1992.0
21014849,2018-10-02 18:17:59,2018-10-02 18:38:20,5406,"1,221.0",122,Ogden Ave & Congress Pkwy,199.0,Wabash Ave & Grand Ave,Subscriber,Male,1975.0
21014850,2018-10-02 18:18:00,2018-10-02 18:24:35,2690,395.0,340,Clark St & Wrightwood Ave,67.0,Sheffield Ave & Fullerton Ave,Subscriber,Female,1991.0
21014851,2018-10-02 18:18:01,2018-10-02 18:33:05,3154,904.0,123,California Ave & Milwaukee Ave,87.0,Racine Ave & Fullerton Ave,Subscriber,Male,1968.0
21014852,2018-10-02 18:18:06,2018-10-02 18:35:11,5625,"1,025.0",35,Streeter Dr & Grand Ave,33.0,State St & Van Buren St,Customer,,
21014853,2018-10-02 18:18:07,2018-10-02 18:54:15,5057,"2,168.0",52,Michigan Ave & Lake St,114.0,Sheffield Ave & Waveland Ave,Subscriber,Male,1982.0
21014854,2018-10-02 18:18:11,2018-10-02 18:21:39,1530,208.0,96,Desplaines St & Randolph St,133.0,Kingsbury St & Kinzie St,Subscriber,Male,1978.0
21014855,2018-10-02 18:18:17,2018-10-02 18:39:41,123,"1,284.0",511,Albany Ave & Bloomingdale Ave,503.0,Drake Ave & Fullerton Ave,Customer,,
21014857,2018-10-02 18:18:23,2018-10-02 18:21:29,4811,186.0,238,Wolcott (Ravenswood) Ave & Montrose Ave (*),234.0,Clark St & Montrose Ave,Subscriber,Male,1992.0
21014858,2018-10-02 18:18:23,2018-10-02 18:29:22,6073,659.0,283,LaSalle St & Jackson Blvd,264.0,Stetson Ave & South Water St,Subscriber,Male,1964.0
21014859,2018-10-02 18:18:23,2018-10-02 18:25:11,5922,408.0,229,Southport Ave & Roscoe St,114.0,Sheffield Ave & Waveland Ave,Subscriber,Male,1993.0
21014861,2018-10-02 18:18:31,2018-10-02 18:23:02,5228,271.0,148,State St & 33rd St,149.0,Calumet Ave & 33rd St,Subscriber,Male,1991.0
21014863,2018-10-02 18:18:37,2018-10-02 18:26:51,4004,494.0,181,LaSalle St & Illinois St,56.0,Desplaines St & Kinzie St,Subscriber,Male,1992.0
21014864,2018-10-02 18:18:44,2018-10-02 18:26:05,1017,441.0,268,Lake Shore Dr & North Blvd,34.0,Cannon Dr & Fullerton Ave,Subscriber,Male,1992.0
21014865,2018-10-02 18:18:42,2018-10-02 18:41:33,582,"1,371.0",66,Clinton St & Lake St,144.0,Larrabee St & Webster Ave,Subscriber,Female,1992.0
21014866,2018-10-02 18:18:43,2018-10-02 18:36:14,1689,"1,051.0",309,Leavitt St & Armitage Ave,229.0,Southport Ave & Roscoe St,Subscriber,Female,1995.0
21014867,2018-10-02 18:18:43,2018-10-02 18:31:54,4971,791.0,333,Ashland Ave & Blackhawk St,219.0,Damen Ave & Cortland St,Subscriber,Male,1975.0
21014868,2018-10-02 18:18:46,2018-10-02 18:22:03,5283,197.0,90,Millennium Park,284.0,Michigan Ave & Jackson Blvd,Subscriber,Male,1966.0
21014869,2018-10-02 18:18:50,2018-10-02 18:25:29,2869,399.0,232,Pine Grove Ave & Waveland Ave,312.0,Clarendon Ave & Gordon Ter,Subscriber,Female,1969.0
21014870,2018-10-02 18:18:48,2018-10-02 18:24:39,4719,351.0,305,Western Ave & Division St,69.0,Damen Ave & Pierce Ave,Subscriber,Male,1982.0
21014871,2018-10-02 18:18:52,2018-10-02 18:33:57,5013,905.0,174,Canal St & Madison St,23.0,Orleans St & Elm St (*),Subscriber,Male,1973.0
21014872,2018-10-02 18:18:52,2018-10-02 18:24:26,4849,334.0,74,Kingsbury St & Erie St,91.0,Clinton St & Washington Blvd,Subscriber,Female,1975.0
21014873,2018-10-02 18:18:53,2018-10-02 18:38:38,5997,"1,185.0",100,Orleans St & Merchandise Mart Plaza,126.0,Clark St & North Ave,Subscriber,Female,1988.0
21014874,2018-10-02 18:18:54,2018-10-02 18:32:15,2626,801.0,52,Michigan Ave & Lake St,72.0,Wabash Ave & 16th St,Subscriber,Male,1979.0
21014875,2018-10-02 18:18:54,2018-10-02 18:39:44,6430,"1,250.0",511,Albany Ave & Bloomingdale Ave,503.0,Drake Ave & Fullerton Ave,Customer,,
21014876,2018-10-02 18:18:54,2018-10-02 18:26:26,1756,452.0,174,Canal St & Madison St,621.0,Aberdeen St & Randolph St,Subscriber,Male,1990.0
21014877,2018-10-02 18:18:58,2018-10-02 18:27:53,4091,535.0,231,Sheridan Rd & Montrose Ave,303.0,Broadway & Cornelia Ave,Subscriber,Male,1967.0
21014878,2018-10-02 18:18:59,2018-10-02 18:28:07,2311,548.0,13,Wilton Ave & Diversey Pkwy,154.0,Southport Ave & Belmont Ave,Subscriber,Male,1992.0
21014879,2018-10-02 18:19:06,2018-10-02 18:24:21,3895,315.0,74,Kingsbury St & Erie St,91.0,Clinton St & Washington Blvd,Subscriber,Male,1977.0
21014880,2018-10-02 18:19:09,2018-10-02 18:32:16,2972,787.0,153,Southport Ave & Wellington Ave,243.0,Lincoln Ave & Sunnyside Ave,Subscriber,Male,1984.0
21014881,2018-10-02 18:19:12,2018-10-02 18:29:36,6318,624.0,349,Halsted St & Wrightwood Ave,114.0,Sheffield Ave & Waveland Ave,Subscriber,Male,1992.0
21014882,2018-10-02 18:19:14,2018-10-02 18:33:53,1372,879.0,211,St. Clair St & Erie St,107.0,Desplaines St & Jackson Blvd,Subscriber,Male,1990.0
21014883,2018-10-02 18:19:15,2018-10-02 18:22:14,1587,179.0,116,Western Ave & Winnebago Ave,158.0,Milwaukee Ave & Wabansia Ave,Subscriber,Female,1992.0
21014884,2018-10-02 18:19:15,2018-10-02 18:43:19,3891,"1,444.0",112,Green St & Randolph St,349.0,Halsted St & Wrightwood Ave,Subscriber,Male,1973.0
21014885,2018-10-02 18:19:16,2018-10-02 18:23:31,2131,255.0,364,Larrabee St & Oak St,182.0,Wells St & Elm St,Subscriber,Male,1983.0
21014887,2018-10-02 18:19:19,2018-10-02 22:23:04,5523,"14,625.0",192,Canal St & Adams St,224.0,Halsted St & Willow St,Subscriber,Male,1976.0
21014888,2018-10-02 18:19:26,2018-10-02 18:27:48,2535,502.0,94,Clark St & Armitage Ave,46.0,Wells St & Walton St,Subscriber,Male,1987.0
21014889,2018-10-02 18:19:26,2018-10-02 19:01:28,3643,"2,522.0",85,Michigan Ave & Oak St,117.0,Wilton Ave & Belmont Ave,Customer,,
21014890,2018-10-02 18:19:29,2018-10-02 18:48:10,5490,"1,721.0",114,Sheffield Ave & Waveland Ave,143.0,Sedgwick St & Webster Ave,Customer,,
21014891,2018-10-02 18:19:33,2018-10-02 18:27:57,2369,504.0,247,Shore Dr & 55th St,322.0,Kimbark Ave & 53rd St,Subscriber,Male,1982.0
21014892,2018-10-02 18:19:37,2018-10-02 18:29:28,6208,591.0,77,Clinton St & Madison St,241.0,Morgan St & Polk St,Subscriber,Male,1991.0
21014893,2018-10-02 18:19:39,2018-10-02 18:22:05,2448,146.0,229,Southport Ave & Roscoe St,154.0,Southport Ave & Belmont Ave,Subscriber,Male,1975.0
21014894,2018-10-02 18:19:41,2018-10-02 18:25:31,509,350.0,81,Daley Center Plaza,394.0,Clark St & 9th St (AMLI),Subscriber,Male,1989.0
21014895,2018-10-02 18:19:38,2018-10-02 18:30:38,6220,660.0,342,Wolcott Ave & Polk St,282.0,Halsted St & Maxwell St,Subscriber,Male,1984.0
21014896,2018-10-02 18:19:42,2018-10-02 18:34:03,41,861.0,195,Columbus Dr & Randolph St,176.0,Clark St & Elm St,Subscriber,Male,1988.0
21014897,2018-10-02 18:19:43,2018-10-02 18:47:41,1114,"1,678.0",114,Sheffield Ave & Waveland Ave,143.0,Sedgwick St & Webster Ave,Customer,,
21014898,2018-10-02 18:19:45,2018-10-02 18:32:11,2705,746.0,174,Canal St & Madison St,119.0,Ashland Ave & Lake St (Temp),Subscriber,Male,1978.0
21014899,2018-10-02 18:19:44,2018-10-02 18:32:31,3458,767.0,359,Larrabee St & Division St,113.0,Bissell St & Armitage Ave,Subscriber,Female,1994.0
21014900,2018-10-02 18:19:47,2018-10-02 18:28:18,3106,511.0,69,Damen Ave & Pierce Ave,505.0,Winchester Ave & Elston Ave,Subscriber,Male,1992.0
21014901,2018-10-02 18:19:46,2018-10-02 18:33:06,220,800.0,464,Damen Ave & Foster Ave,458.0,Broadway & Thorndale Ave,Subscriber,Male,1976.0
21014902,2018-10-02 18:19:49,2018-10-02 18:25:56,3035,367.0,178,State St & 19th St,132.0,Wentworth Ave & 24th St,Subscriber,Female,1994.0
21014903,2018-10-02 18:19:52,2018-10-02 18:42:06,6149,"1,334.0",304,Broadway & Waveland Ave,126.0,Clark St & North Ave,Subscriber,Male,1969.0
21014904,2018-10-02 18:19:57,2018-10-02 18:51:01,2091,"1,864.0",415,Calumet Ave & 51st St,322.0,Kimbark Ave & 53rd St,Subscriber,Male,1992.0
21014905,2018-10-02 18:19:59,2018-10-02 18:31:07,857,668.0,511,Albany Ave & Bloomingdale Ave,69.0,Damen Ave & Pierce Ave,Customer,,
21014906,2018-10-02 18:20:00,2018-10-02 18:32:37,3292,757.0,302,Sheffield Ave & Wrightwood Ave,256.0,Broadway & Sheridan Rd,Subscriber,Male,1989.0
21014907,2018-10-02 18:20:05,2018-10-02 18:27:42,5645,457.0,89,Financial Pl & Congress Pkwy (Temp),321.0,Wabash Ave & 9th St,Subscriber,Male,1985.0
21014908,2018-10-02 18:20:10,2018-10-02 18:44:00,5183,"1,430.0",114,Sheffield Ave & Waveland Ave,243.0,Lincoln Ave & Sunnyside Ave,Subscriber,Male,1964.0
21014909,2018-10-02 18:20:15,2018-10-02 18:50:05,423,"1,790.0",125,Rush St & Hubbard St,157.0,Lake Shore Dr & Wellington Ave,Subscriber,Male,1994.0
21014910,2018-10-02 18:20:15,2018-10-02 18:53:33,4961,"1,998.0",283,LaSalle St & Jackson Blvd,349.0,Halsted St & Wrightwood Ave,Customer,Male,1996.0
21014911,2018-10-02 18:20:17,2018-10-02 18:35:00,5842,883.0,213,Leavitt St & North Ave,508.0,Central Park Ave & North Ave,Subscriber,Male,1981.0
21014912,2018-10-02 18:20:15,2018-10-02 18:40:29,4504,"1,214.0",324,Stockton Dr & Wrightwood Ave,173.0,Mies van der Rohe Way & Chicago Ave,Subscriber,Female,1995.0
21014913,2018-10-02 18:20:17,2018-10-02 18:30:35,4476,618.0,41,Federal St & Polk St,73.0,Jefferson St & Monroe St,Subscriber,Female,1991.0
21014915,2018-10-02 18:20:20,2018-10-02 18:32:57,2726,757.0,192,Canal St & Adams St,110.0,Dearborn St & Erie St,Subscriber,Male,1987.0
21014916,2018-10-02 18:20:20,2018-10-02 18:25:08,5316,288.0,174,Canal St & Madison St,81.0,Daley Center Plaza,Subscriber,Male,1987.0
21014917,2018-10-02 18:20:27,2018-10-02 18:24:55,6164,268.0,237,MLK Jr Dr & 29th St,272.0,Indiana Ave & 31st St,Subscriber,Male,1994.0
21014918,2018-10-02 18:20:27,2018-10-02 18:27:03,1512,396.0,322,Kimbark Ave & 53rd St,423.0,University Ave & 57th St,Subscriber,Male,1994.0
21014919,2018-10-02 18:20:04,2018-10-02 18:47:25,2344,"1,641.0",501,Richmond St & Diversey Ave,232.0,Pine Grove Ave & Waveland Ave,Subscriber,Male,1992.0
21014920,2018-10-02 18:20:30,2018-10-02 18:25:48,3978,318.0,320,Loomis St & Lexington St,241.0,Morgan St & Polk St,Subscriber,Male,1990.0
21014921,2018-10-02 18:20:31,2018-10-02 18:47:35,59,"1,624.0",283,LaSalle St & Jackson Blvd,94.0,Clark St & Armitage Ave,Subscriber,Male,1971.0
21014922,2018-10-02 18:20:35,2018-10-02 18:49:13,2474,"1,718.0",283,LaSalle St & Jackson Blvd,332.0,Burling St (Halsted) & Diversey Pkwy (Temp),Subscriber,Female,1988.0
21014924,2018-10-02 18:20:37,2018-10-02 18:27:06,3347,389.0,130,Damen Ave & Division St,158.0,Milwaukee Ave & Wabansia Ave,Subscriber,Male,1965.0
21014925,2018-10-02 18:20:37,2018-10-02 18:50:22,1462,"1,785.0",125,Rush St & Hubbard St,157.0,Lake Shore Dr & Wellington Ave,Subscriber,Male,1994.0
21014926,2018-10-02 18:20:38,2018-10-02 18:24:18,1913,220.0,351,Cottage Grove Ave & 51st St,336.0,Cottage Grove Ave & 47th St,Subscriber,Male,1979.0
21014927,2018-10-02 18:20:38,2018-10-02 18:29:47,6177,549.0,108,Halsted St & Polk St,274.0,Racine Ave & 15th St,Subscriber,Male,1995.0
21014928,2018-10-02 18:20:41,2018-10-02 18:36:41,6334,960.0,147,Indiana Ave & 26th St,410.0,Prairie Ave & 43rd St,Subscriber,Male,1969.0
21014929,2018-10-02 18:20:41,2018-10-02 18:30:10,2453,569.0,89,Financial Pl & Congress Pkwy (Temp),22.0,May St & Taylor St,Subscriber,Male,1988.0
21014930,2018-10-02 18:20:45,2018-10-02 18:43:59,2974,"1,394.0",203,Western Ave & 21st St,414.0,Canal St & Taylor St,Subscriber,Male,1982.0
21014931,2018-10-02 18:20:45,2018-10-02 18:26:07,4271,322.0,77,Clinton St & Madison St,133.0,Kingsbury St & Kinzie St,Subscriber,Male,1984.0
21014932,2018-10-02 18:20:47,2018-10-02 18:42:10,1190,"1,283.0",55,Halsted St & Roosevelt Rd,333.0,Ashland Ave & Blackhawk St,Subscriber,Male,1990.0
21014933,2018-10-02 18:20:51,2018-10-02 18:26:45,6156,354.0,117,Wilton Ave & Belmont Ave,334.0,Lake Shore Dr & Belmont Ave,Subscriber,Male,1990.0
21014934,2018-10-02 18:20:53,2018-10-02 18:58:14,1167,"2,241.0",26,McClurg Ct & Illinois St,459.0,Lakefront Trail & Bryn Mawr Ave,Subscriber,Male,1987.0
21014935,2018-10-02 18:20:55,2018-10-02 18:27:55,1182,420.0,283,LaSalle St & Jackson Blvd,636.0,Orleans St & Hubbard St (*),Subscriber,Male,1988.0
21014936,2018-10-02 18:20:57,2018-10-02 18:26:57,2280,360.0,44,State St & Randolph St,110.0,Dearborn St & Erie St,Subscriber,Male,1989.0
21014937,2018-10-02 18:21:01,2018-10-02 18:33:35,5317,754.0,192,Canal St & Adams St,195.0,Columbus Dr & Randolph St,Subscriber,Male,1965.0
21014938,2018-10-02 18:21:01,2018-10-02 18:45:06,2865,"1,445.0",340,Clark St & Wrightwood Ave,71.0,Morgan St & Lake St,Subscriber,Male,1992.0
21014939,2018-10-02 18:21:02,2018-10-02 18:25:00,5598,238.0,260,Kedzie Ave & Milwaukee Ave,290.0,Kedzie Ave & Palmer Ct,Subscriber,Male,1978.0
21014940,2018-10-02 18:21:08,2018-10-02 18:35:43,3027,875.0,140,Dearborn Pkwy & Delaware Pl,77.0,Clinton St & Madison St,Subscriber,Male,1971.0
21014941,2018-10-02 18:21:08,2018-10-02 18:25:09,1605,241.0,230,Lincoln Ave & Roscoe St,228.0,Damen Ave & Melrose Ave,Subscriber,Male,1984.0
21014942,2018-10-02 18:21:10,2018-10-02 18:31:13,235,603.0,257,Lincoln Ave & Waveland Ave,114.0,Sheffield Ave & Waveland Ave,Subscriber,Male,1980.0
21014943,2018-10-02 18:21:10,2018-10-02 18:26:20,2019,310.0,192,Canal St & Adams St,96.0,Desplaines St & Randolph St,Subscriber,Male,1976.0
21014944,2018-10-02 18:21:11,2018-10-02 18:41:58,1004,"1,247.0",153,Southport Ave & Wellington Ave,118.0,Sedgwick St & North Ave,Subscriber,Female,1988.0
21014945,2018-10-02 18:21:18,2018-10-02 18:33:07,6182,709.0,348,California Ave & 21st St,438.0,Central Park Ave & Ogden Ave,Subscriber,Female,1993.0
21014947,2018-10-02 18:21:24,2018-10-02 18:31:48,2350,624.0,176,Clark St & Elm St,56.0,Desplaines St & Kinzie St,Customer,,
21014949,2018-10-02 18:21:25,2018-10-02 18:28:39,3261,434.0,52,Michigan Ave & Lake St,636.0,Orleans St & Hubbard St (*),Subscriber,Male,1977.0
21014950,2018-10-02 18:21:26,2018-10-02 18:24:07,1068,161.0,56,Desplaines St & Kinzie St,133.0,Kingsbury St & Kinzie St,Subscriber,Male,1989.0
